File.Name;Md5;Time;Size;Precursors.Identified;Proteins.Identified;Total.Quantity;MS1.Signal;MS2.Signal;FWHM.Scans;FWHM.RT;Median.Mass.Acc.MS1;Median.Mass.Acc.MS1.Corrected;Median.Mass.Acc.MS2;Median.Mass.Acc.MS2.Corrected;MS2.Mass.Instability;Normalisation.Instability;Median.RT.Prediction.Acc;Average.Peptide.Length;Average.Peptide.Charge;Average.Missed.Tryptic.Cleavages
p3000/Proteomics/FUSION_2/chiawei_20240104/20240104_008_autoQC03dia.raw;94e795b28decc5a187daf1999e405554;1704402336;294629690;42827;4333;5.99061e+10;286783930368;357006999552;1.91;0.127;0.32344;0.323656;3.46482;1.83654;0.5;0;0.502172;12.116;2.202;0.086
p3000/Proteomics/LUMOS_1/pgehrig_20240104_autoQC/20240104_09_autoQC03dia.raw;d6ee7e68eaccc7804203c4f1a4b0c3ec;1704413108;148101790;0;0;0;37441937408;50146308096;0;0;0;0;0;0;0;0;0.174115;0;0;0
p3000/Proteomics/LUMOS_1/pgehrig_20240104_autoQC/20240104_10_autoQC03dia.raw;8be161a81f223a79169b1c6aea2486a1;1704416720;146830142;0;0;0;35625332736;44476891136;0;0;0;0;0;0;0;0;0.0183421;0;0;0
p33795/Proteomics/EXPLORIS_1/analytic_20240103/20240103_C33795_035_autoQC03dia.raw;021a94b5202d65d1ac27c6715079b357;1704438310;892320541;48605;4926;2.4174e+11;1902726873088;1710475051008;2.931;0.141;0.473897;0.374244;3.12093;2.2906;0.4;0;0.543745;13.069;2.281;0.111
p33795/Proteomics/EXPLORIS_1/analytic_20240103/20240103_C33795_036_autoQC03dia.raw;69701c73a90ce878e16da444091f07d3;1704441909;920589405;49530;4991;2.75476e+11;1992427700224;1878501097472;2.965;0.143;0.486735;0.368453;2.93969;2.15618;0.3;0;0.558965;13.047;2.28;0.113
p33795/Proteomics/EXPLORIS_1/analytic_20240103/20240103_C33795_037_autoQC03dia.raw;6c7dfe8fd55a863a8d28980e7afc796b;1704449110;888054545;50254;4951;2.53463e+11;1859295772672;1751381442560;2.917;0.141;0.48689;0.361504;3.14534;2.27655;0.3;0;0.534107;12.928;2.273;0.111
p33212/Proteomics/LUMOS_2/cfortes_20240108/20240108_004_autoQC03dia.raw;f2227925e1f55b96bc997d7832d07839;1704726308;274975840;19638;2836;2.32858e+10;393894461440;312511168512;2.365;0.148;0.274765;0.241926;5.23458;2.84132;1.7;0;0.549526;11.72;2.064;0.065
p33879/Proteomics/FUSION_2/chiawei_20240105/20240108_006_autoQC03dia.raw;183b39319327b2788c69197d28ad306c;1704737108;328637286;44344;4474;7.21773e+10;449179680768;445780000768;1.911;0.127;0.319397;0.332555;2.92702;1.9609;0.4;0;0.509337;12.23;2.206;0.083
p3000/Proteomics/TIMSTOFFLEX_1/antdit_20240108/zip/20240108_005_autoQC03dia_25ng.d.zip;fbc0d5742c479610c9310a65c1ff7e65;1704751512;1641669112;25009;3433;4.66545e+08;19330266238;447837640304;3.611;0.108;5.01688;1.41821;6.55512;2.29576;0;0;0.460711;11.325;2.166;0.072
p3000/Proteomics/TIMSTOFFLEX_1/antdit_20240108/zip/20240108_006_autoQC03dia_25ng.d.zip;3b8c7a368408dfb9fed53cd229170582;1704755112;1639143940;25371;3442;4.82924e+08;19107420745;465865211670;3.578;0.107;5.79364;1.40026;7.47564;2.33717;0;0;0.422099;11.459;2.187;0.077
p33879/Proteomics/FUSION_2/chiawei_20240108/20240108_006_autoQC03dia.raw;b58ee846ff06928816181d7aa2365b8d;1704809108;328294170;38854;4240;6.38225e+10;1457546067968;880631218176;1.936;0.129;0.36775;0.36682;2.73852;1.78654;0.4;0;0.512601;12.335;2.198;0.076
p33879/Proteomics/FUSION_2/chiawei_20240108/20240108_011_autoQC03dia_newEmitter.raw;d992b18f4c17d493ad2993874c73d95d;1704827109;279601664;38008;4211;4.85806e+10;285435396096;298476568576;1.911;0.127;0.303852;0.297602;3.00315;1.82804;0.5;0;0.519262;12.212;2.193;0.077
p33640/Proteomics/EXPLORIS_1/analytic_20240110/20240110_C33640_007_autoQC03dia.raw;682c0ed4328f57f8c23dd9c2c91cbf26;1704917108;504401041;23905;3466;2.98973e+10;633297240064;331754864640;2.543;0.123;0.389501;0.373442;2.84197;2.66755;0.7;0;0.487784;12.974;2.238;0.096
p3000/Proteomics/TIMSTOF_1/spfammatter_20240112_RFQuadchanged/zip/20240112_002_autoQC03dia.d.zip;3f1f3cc261a696a2d7517c80422b938b;1705093510;1109507229;42915;4763;6.90143e+08;13776806926;351050985568;2.802;0.084;1.82343;1.76909;2.96272;2.84911;0;0;0.4423;12.359;2.232;0.094
p3000/Proteomics/TIMSTOF_1/spfammatter_20240112_RFQuadchanged/zip/20240112_004_autoQC03dia.d.zip;256da82538d12d90240f986385274af0;1705100709;1086331037;43693;4854;6.49953e+08;13447237265;333730669024;2.782;0.083;1.84212;1.81546;2.97416;2.75239;0;0;0.425671;12.342;2.229;0.093
p33726/Proteomics/TIMSTOF_1/analytic_20240112_/zip/20240112_001_autoQC03dia.d.zip;de5fddf87dbbc27b1cbbb302a24b62cc;1705104310;1099607121;43459;4747;6.64664e+08;13620087720;332279165372;2.808;0.084;1.83656;1.69849;2.94294;2.64394;0;0;0.417792;12.443;2.236;0.091
p33726/Proteomics/TIMSTOF_1/analytic_20240112_/zip/20240112_011_autoQC03dia.d.zip;3b5686ce6101bfc6e6f3ee26bdc48e8e;1705151111;1189558357;49380;4991;6.58858e+08;13895912580;354459901696;2.667;0.08;1.89771;1.72937;2.99808;2.63627;0;0;0.423723;12.86;2.252;0.091
p33726/Proteomics/TIMSTOF_1/analytic_20240112_/zip/20240112_021_autoQC03dia.d.zip;731d98757df2ad87cf67ff2c4c40048a;1705201510;998525011;43440;4718;4.61718e+08;11688387917;259974653264;2.649;0.079;2.2538;1.74101;3.1019;3.09678;0;0;0.497458;12.978;2.257;0.085
p33875/Proteomics/TIMSTOF_1/spfammatter_20240112_/zip/20240112_001_autoQC03dia.d.zip;e270c514d6b60e11ca42783bbfcae0e1;1705205109;1002162271;40063;4604;4.81848e+08;11876822018;252219385962;2.711;0.081;2.06999;1.58687;2.75775;2.7578;0;0;0.418408;12.231;2.211;0.086
p33875/Proteomics/TIMSTOF_1/spfammatter_20240112_/zip/20240112_012_autoQC03dia.d.zip;47deb0f0d9b7a476a69fd34d0e9a71d7;1705233911;1073122403;42535;4867;5.91735e+08;12616767174;290304137492;2.772;0.083;2.10995;1.51053;2.77284;2.78595;0;0;0.417019;12.405;2.235;0.093
p33726/Proteomics/TIMSTOF_1/analytic_20240112_/zip/20240112_022_autoQC03dia.d.zip;98a6fabc833ca43a7c7311f90c2b00d6;1705331114;1651855561;40335;4628;9.09109e+08;17963995596;550094078656;3.296;0.098;2.47852;1.67639;2.84;2.75043;0;0;0.459356;12.867;2.223;0.085
p3000/Proteomics/EXPLORIS_2/analytic_20240115/20240104_005_autoQC03dia.raw;cb9e18f1bca1bda36fd33e58fac56f7e;1705334708;268155291;3241;1041;1.46735e+09;39833325568;84560879616;3.626;0.176;1.00131;0.952168;3.31764;3.33665;0.6;0;0.472541;14.221;2.302;0.065
p3000/Proteomics/FUSION_2/chiawei_20240115/20240115_002_autoQC03dia.raw;c6698dbc61ac75020453430fb09869aa;1705334709;328998604;40524;4418;7.4598e+10;458382245888;439378706432;1.965;0.131;0.330625;0.333052;3.48011;1.82006;0.5;0;0.540206;13.153;2.291;0.085
p33726/Proteomics/TIMSTOF_1/analytic_20240112_/zip/20240112_025_autoQC03dia.d.zip;b4ec08450744bcbe2cafc508c9528d6d;1705345510;1296944211;41165;4633;6.91848e+08;14869543795;379473148000;2.956;0.088;2.04018;1.61811;2.78328;2.83415;0;0;0.438997;12.752;2.217;0.081
p33640/Proteomics/TIMSTOF_1/analytic_20240115/zip/20240115_004_autoQC03dia.d.zip;75259dcc0da9dd759c3263622f2b18bc;1705359909;1142282319;16121;2834;1.71315e+08;12799207427;284542022868;2.916;0.087;2.15508;1.79375;2.91001;2.86698;0;0;0.389638;12.758;2.178;0.064
p3000/Proteomics/LUMOS_2/cfortes_20240115/20240115_004_autoQC03dia.raw;3c39b533429698842a62cd9acc3a4495;1705392310;270438572;23281;3064;2.51736e+10;419094200320;302667759616;2.294;0.144;0.231939;0.22585;3.28597;2.48821;0.9;0;0.51881;12.039;2.097;0.075
